path,primary_class,secondary_classes,retarget_blockers,notes
"src/opencodehx/provider/copilot/CopilotResponsesCompletion.hx","npm-extern","ai-sdk;generated-ts-only;unknown-boundary","npm package adapter;genes-ts-only type surface;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/provider/copilot/CopilotResponsesHttpClient.hx","npm-extern","ai-sdk;generated-ts-only;js-runtime;web-host","Promise/async lowering;npm package adapter;genes-ts-only type surface","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/provider/copilot/CopilotResponsesLanguageModel.hx","npm-extern","ai-sdk;generated-ts-only;js-runtime;unknown-boundary;web-host","Promise/async lowering;npm package adapter;genes-ts-only type surface;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/provider/copilot/CopilotResponsesRequest.hx","node-host","ai-sdk;generated-ts-only;js-runtime;node-api;npm-extern;unknown-boundary","Node API adapter;npm package adapter;genes-ts-only type surface;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/provider/copilot/CopilotResponsesResponseDecoder.hx","npm-extern","ai-sdk;unknown-boundary","npm package adapter;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/provider/copilot/CopilotResponsesStream.hx","npm-extern","ai-sdk;generated-ts-only;raw-js-boundary;unknown-boundary","npm package adapter;genes-ts-only type surface;raw JS expression;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/pty/PtyService.hx","node-host","generated-ts-only;js-runtime;node-api;unknown-boundary;web-host","Node API adapter;genes-ts-only type surface;runtime unknown boundary","Node-specific host or extern seam; retarget by replacing this adapter behind the existing Haxe-facing API."
"src/opencodehx/pty/PtyTypes.hx","web-host","generated-ts-only;js-runtime;unknown-boundary","genes-ts-only type surface;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/resource/Resources.hx","resource","generated-ts-only;js-runtime;node-api;node-host;unknown-boundary","Node API adapter;genes-ts-only type surface;runtime unknown boundary","Generated/copied resource manifest seam; retarget needs a target-native asset packaging story."
"src/opencodehx/sdk/OpenCodeCompatClient.hx","web-host","generated-ts-only;js-runtime;unknown-boundary","Promise/async lowering;genes-ts-only type surface;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/server/NodeHonoAdapter.hx","node-host","js-runtime;npm-extern;server-runtime;web-host","Promise/async lowering;npm package adapter","Application logic currently crosses Node process/filesystem/network/package-manager seams; split or retarget those host adapters first."
"src/opencodehx/server/OpenCodeServer.hx","node-host","generated-ts-only;js-runtime;npm-extern;server-runtime;sqlite;unknown-boundary;web-host","Promise/async lowering;npm package adapter;genes-ts-only type surface;runtime unknown boundary","Application logic currently crosses Node process/filesystem/network/package-manager seams; split or retarget those host adapters first."
"src/opencodehx/server/PtyRouteProtocol.hx","node-host","generated-ts-only;unknown-boundary","genes-ts-only type surface;runtime unknown boundary","Application logic currently crosses Node process/filesystem/network/package-manager seams; split or retarget those host adapters first."
"src/opencodehx/server/ServerEventBus.hx","node-host","none","none","Application logic currently crosses Node process/filesystem/network/package-manager seams; split or retarget those host adapters first."
"src/opencodehx/server/ServerEventStream.hx","node-host","js-runtime;web-host","none","Application logic currently crosses Node process/filesystem/network/package-manager seams; split or retarget those host adapters first."
"src/opencodehx/server/ServerProtocol.hx","node-host","generated-ts-only;server-runtime;unknown-boundary","genes-ts-only type surface;runtime unknown boundary","Application logic currently crosses Node process/filesystem/network/package-manager seams; split or retarget those host adapters first."
"src/opencodehx/server/ServerTrace.hx","node-host","js-runtime;unknown-boundary","runtime unknown boundary","Application logic currently crosses Node process/filesystem/network/package-manager seams; split or retarget those host adapters first."
"src/opencodehx/server/ServerTypes.hx","node-host","js-runtime","Promise/async lowering","Application logic currently crosses Node process/filesystem/network/package-manager seams; split or retarget those host adapters first."
"src/opencodehx/server/WorkspaceProxy.hx","node-host","js-runtime;unknown-boundary;web-host","Promise/async lowering;runtime unknown boundary","Application logic currently crosses Node process/filesystem/network/package-manager seams; split or retarget those host adapters first."
"src/opencodehx/session/MessageCodec.hx","node-host","node-api;unknown-boundary","Node API adapter;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/session/MessageError.hx","portable","none","none","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/session/MessageID.hx","portable","none","none","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/session/MessageTypes.hx","portable","unknown-boundary","runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/session/PartID.hx","portable","none","none","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/session/SessionCompaction.hx","portable","none","none","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/session/SessionExport.hx","portable","unknown-boundary","runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/session/SessionID.hx","portable","none","none","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/session/SessionInfo.hx","portable","unknown-boundary","runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/session/SessionLlm.hx","npm-extern","ai-sdk;js-runtime;unknown-boundary","Promise/async lowering;npm package adapter;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/session/SessionProcessor.hx","npm-extern","ai-sdk;generated-ts-only;js-runtime;unknown-boundary","Promise/async lowering;npm package adapter;genes-ts-only type surface;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/session/SessionRetry.hx","portable","raw-js-boundary;unknown-boundary","raw JS expression;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/skill/SkillRegistry.hx","node-host","js-runtime;node-api","Promise/async lowering;Node API adapter","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/skill/SkillRemoteDiscovery.hx","node-host","generated-ts-only;js-runtime;node-api;unknown-boundary;web-host","Promise/async lowering;Node API adapter;genes-ts-only type surface;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/smoke/AiSdkProviderSmoke.hx","harness","ai-sdk;generated-ts-only;js-runtime;npm-extern;unknown-boundary","Promise/async lowering;npm package adapter;genes-ts-only type surface;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/BusSmoke.hx","harness","none","none","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/CliSmoke.hx","harness","generated-ts-only;js-runtime;node-api;node-host;resource;sqlite;unknown-boundary","Promise/async lowering;Node API adapter;genes-ts-only type surface;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/ConfigSmoke.hx","harness","ai-sdk;generated-ts-only;js-runtime;node-api;node-host;unknown-boundary;web-host","Promise/async lowering;Node API adapter;genes-ts-only type surface;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/ControlPlaneSmoke.hx","harness","js-runtime","Promise/async lowering","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/CopilotChatCompletionSmoke.hx","harness","ai-sdk;generated-ts-only;npm-extern","npm package adapter;genes-ts-only type surface","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/CopilotChatHttpClientSmoke.hx","harness","js-runtime;web-host","Promise/async lowering","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/CopilotChatLanguageModelSmoke.hx","harness","ai-sdk;generated-ts-only;js-runtime;npm-extern;unknown-boundary;web-host","Promise/async lowering;npm package adapter;genes-ts-only type surface;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/CopilotChatMessagesSmoke.hx","harness","generated-ts-only;js-runtime;unknown-boundary","genes-ts-only type surface;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/CopilotChatRequestSmoke.hx","harness","ai-sdk;generated-ts-only;unknown-boundary","genes-ts-only type surface;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/CopilotChatSseDecoderSmoke.hx","harness","none","none","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/CopilotChatStreamAdapterSmoke.hx","harness","js-runtime;web-host","Promise/async lowering","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/CopilotChatStreamSmoke.hx","harness","ai-sdk;npm-extern","npm package adapter","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/CopilotChatToolsSmoke.hx","harness","generated-ts-only;unknown-boundary","genes-ts-only type surface;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/CopilotProviderFactorySmoke.hx","harness","none","none","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/CopilotResponsesLanguageModelSmoke.hx","harness","ai-sdk;generated-ts-only;js-runtime;npm-extern;unknown-boundary","Promise/async lowering;npm package adapter;genes-ts-only type surface;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/EffectSmoke.hx","harness","node-api;node-host;unknown-boundary","Node API adapter;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/FileSmoke.hx","harness","js-runtime;node-api;node-host;unknown-boundary;web-host","Promise/async lowering;Node API adapter;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/FixtureSmoke.hx","harness","node-api;node-host;unknown-boundary","Node API adapter;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/FormatterSmoke.hx","harness","js-runtime;node-api;node-host;unknown-boundary;web-host","Promise/async lowering;Node API adapter;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/LspSmoke.hx","harness","generated-ts-only;node-api;node-host;unknown-boundary","Node API adapter;genes-ts-only type surface;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/McpAcpSmoke.hx","harness","generated-ts-only;unknown-boundary","genes-ts-only type surface;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/MessageSmoke.hx","harness","unknown-boundary","runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/PermissionSmoke.hx","harness","node-api;node-host;unknown-boundary","Node API adapter;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/PluginSmoke.hx","harness","generated-ts-only;node-api;node-host;unknown-boundary","Node API adapter;genes-ts-only type surface;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/ProjectRuntimeSmoke.hx","harness","generated-ts-only;js-runtime;node-api;node-host;sqlite;unknown-boundary","Node API adapter;genes-ts-only type surface;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/ProviderSmoke.hx","harness","ai-sdk;generated-ts-only;js-runtime;node-api;node-host;sqlite;unknown-boundary","Promise/async lowering;Node API adapter;genes-ts-only type surface;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/ProviderTransformSmoke.hx","harness","ai-sdk;generated-ts-only;unknown-boundary","genes-ts-only type surface;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/PtySmoke.hx","harness","generated-ts-only;js-runtime;node-api;node-host;raw-js-boundary;unknown-boundary;web-host","Promise/async lowering;Node API adapter;genes-ts-only type surface;raw JS expression;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/ResourceSmoke.hx","harness","node-api;node-host;resource","Node API adapter","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/SdkCompatSmoke.hx","harness","js-runtime;node-api;node-host;unknown-boundary","Promise/async lowering;Node API adapter;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/ServerSmoke.hx","harness","generated-ts-only;js-runtime;node-api;node-host;server-runtime;sqlite;unknown-boundary;web-host","Promise/async lowering;Node API adapter;genes-ts-only type surface;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/SessionPersistenceSmoke.hx","harness","node-api;node-host;sqlite;unknown-boundary","Node API adapter;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/SessionProcessorSmoke.hx","harness","ai-sdk;generated-ts-only;js-runtime;node-api;node-host;npm-extern;sqlite;unknown-boundary","Promise/async lowering;Node API adapter;npm package adapter;genes-ts-only type surface;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/SkillSmoke.hx","harness","generated-ts-only;js-runtime;node-api;node-host;unknown-boundary","Promise/async lowering;Node API adapter;genes-ts-only type surface;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/SmokeFetchStub.hx","harness","generated-ts-only;js-runtime;raw-js-boundary;unknown-boundary;web-host","Promise/async lowering;genes-ts-only type surface;raw JS expression;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/SmokeTmpDir.hx","harness","node-api;node-host;unknown-boundary","Node API adapter;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/StorageSmoke.hx","harness","node-api;node-host;sqlite;unknown-boundary","Node API adapter;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/ToolSmoke.hx","harness","js-runtime;node-api;node-host;unknown-boundary;web-host","Promise/async lowering;Node API adapter;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/smoke/UtilSmoke.hx","harness","generated-ts-only;js-runtime;node-api;node-host;raw-js-boundary;resource;unknown-boundary;web-host","Promise/async lowering;Node API adapter;genes-ts-only type surface;raw JS expression;runtime unknown boundary","Executable parity/test harness; portability target is generated test intent, not product runtime."
"src/opencodehx/snapshot/SnapshotRuntime.hx","portable","none","none","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/storage/SessionStore.hx","portable","none","none","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/storage/SqliteSessionStore.hx","node-host","sqlite;unknown-boundary","Node API adapter;runtime unknown boundary","Node-specific host or extern seam; retarget by replacing this adapter behind the existing Haxe-facing API."
"src/opencodehx/storage/StorageDatabasePath.hx","node-host","node-api;sqlite","Node API adapter","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/storage/StorageError.hx","portable","none","none","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/sync/SyncEventStore.hx","portable","unknown-boundary","runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/sync/SyncRouteRuntime.hx","generated-ts-only","unknown-boundary","genes-ts-only type surface;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/sync/SyncSqliteEventPersistence.hx","node-host","sqlite;unknown-boundary","Node API adapter;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/sync/WorkspaceSyncBackgroundTask.hx","node-host","js-runtime;web-host","Promise/async lowering","Application logic currently crosses Node process/filesystem/network/package-manager seams; split or retarget those host adapters first."
"src/opencodehx/sync/WorkspaceSyncRemoteHttp.hx","node-host","generated-ts-only;js-runtime;unknown-boundary;web-host","Promise/async lowering;genes-ts-only type surface;runtime unknown boundary","Application logic currently crosses Node process/filesystem/network/package-manager seams; split or retarget those host adapters first."
"src/opencodehx/sync/WorkspaceSyncRuntime.hx","node-host","js-runtime;web-host","Promise/async lowering","Application logic currently crosses Node process/filesystem/network/package-manager seams; split or retarget those host adapters first."
"src/opencodehx/sync/WorkspaceSyncSse.hx","node-host","generated-ts-only;js-runtime;unknown-boundary;web-host","Promise/async lowering;genes-ts-only type surface;runtime unknown boundary","Application logic currently crosses Node process/filesystem/network/package-manager seams; split or retarget those host adapters first."
"src/opencodehx/tool/ApplyPatchTool.hx","node-host","node-api;unknown-boundary","Node API adapter;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/tool/BashCommandScanner.hx","node-host","js-runtime;node-api;npm-extern;resource","Promise/async lowering;Node API adapter;npm package adapter","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/tool/BashTool.hx","node-host","js-runtime;node-api;unknown-boundary","Node API adapter;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/tool/EditTool.hx","node-host","node-api;unknown-boundary","Node API adapter;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/tool/GlobTool.hx","node-host","node-api;unknown-boundary","Node API adapter;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/tool/GrepTool.hx","node-host","node-api;unknown-boundary","Node API adapter;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/tool/InvalidTool.hx","portable","unknown-boundary","runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/tool/LspTool.hx","node-host","generated-ts-only;node-api;unknown-boundary","Node API adapter;genes-ts-only type surface;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/tool/ReadTool.hx","node-host","node-api;unknown-boundary","Node API adapter;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/tool/TextDiff.hx","portable","none","none","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/tool/ToolError.hx","portable","unknown-boundary","runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/tool/ToolPaths.hx","node-host","node-api","Node API adapter","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/tool/ToolPermission.hx","portable","none","none","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/tool/ToolRegistry.hx","portable","unknown-boundary","runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/tool/ToolTypes.hx","portable","unknown-boundary","runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/tool/ToolValidation.hx","portable","unknown-boundary","runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/tool/WriteTool.hx","node-host","node-api;unknown-boundary","Node API adapter;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/tui/TuiDialogReplay.hx","portable","unknown-boundary","runtime unknown boundary","TUI model/helper code; portable once renderer and resource seams are replaced."
"src/opencodehx/tui/TuiFoundation.hx","portable","none","none","TUI model/helper code; portable once renderer and resource seams are replaced."
"src/opencodehx/tui/TuiKeybind.hx","portable","unknown-boundary","runtime unknown boundary","TUI model/helper code; portable once renderer and resource seams are replaced."
"src/opencodehx/tui/TuiRoute.hx","portable","none","none","TUI model/helper code; portable once renderer and resource seams are replaced."
"src/opencodehx/tui/TuiRoutes.hx","portable","unknown-boundary","runtime unknown boundary","TUI model/helper code; portable once renderer and resource seams are replaced."
"src/opencodehx/tui/TuiScaffold.hx","tsx","js-runtime;node-host;npm-extern","Promise/async lowering;Node API adapter;npm package adapter","TSX/OpenTUI scaffold surface; retarget requires a new renderer adapter."
"src/opencodehx/tui/TuiSessionTranscript.hx","portable","none","none","TUI model/helper code; portable once renderer and resource seams are replaced."
"src/opencodehx/tui/TuiTheme.hx","portable","none","none","TUI model/helper code; portable once renderer and resource seams are replaced."
"src/opencodehx/util/Abort.hx","web-host","js-runtime","none","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/util/Color.hx","portable","none","none","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/util/DataUrl.hx","node-host","node-api;web-host","Node API adapter","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/util/ErrorTools.hx","generated-ts-only","js-runtime;raw-js-boundary;unknown-boundary","genes-ts-only type surface;raw JS expression;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/util/Format.hx","portable","none","none","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/util/GlobRuntime.hx","node-host","js-runtime;node-api;unknown-boundary","Promise/async lowering;Node API adapter;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/util/Iife.hx","portable","none","none","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/util/Lazy.hx","portable","none","none","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/util/Lock.hx","portable","js-runtime","Promise/async lowering","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/util/LogRuntime.hx","node-host","node-api;unknown-boundary","Node API adapter;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/util/ModuleResolver.hx","node-host","node-api;unknown-boundary","Node API adapter;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/util/ProcessRuntime.hx","node-host","js-runtime;node-api;unknown-boundary;web-host","Promise/async lowering;Node API adapter;runtime unknown boundary","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/util/Timeout.hx","web-host","js-runtime","Promise/async lowering","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/util/Which.hx","node-host","js-runtime;node-api","Node API adapter","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/util/Wildcard.hx","node-host","node-api","Node API adapter","Haxe domain/model code; retarget after replacing any listed secondary seams."
"src/opencodehx/worktree/WorktreeRuntime.hx","node-host","node-api","Node API adapter","Haxe domain/model code; retarget after replacing any listed secondary seams."
